respondent_id,survey_year,survey_month,survey_platform,response_time_minutes,country,region,age,gender,education_level,employment_status,income_bracket,primary_sport,sport_category,secondary_sport,years_following_sport,fan_loyalty_score,primary_viewing_method,watch_frequency,weekly_hours_watching,streaming_subscriptions,stadium_visits_per_year,merchandise_spend_usd,ppv_spend_usd,total_annual_spend_usd,social_media_follows_athletes,social_media_hours_weekly,creates_sports_content,news_source,sports_betting_participation,fantasy_sports_participation,primary_motivation,willing_to_attend_major_event,extra_spend_willingness_usd,broadcast_quality_rating,athlete_professionalism_rating,event_value_for_money_rating,media_coverage_rating,community_atmosphere_rating,overall_satisfaction_rating,sport_growth_perception_rating,fan_tier
1850,2024,10,In-app,14,Spain,Europe,37,Male,Master's degree,Employed full-time,$75k–$100k,MMA,Combat Sport,Handball,17,4,Streaming service,Several times a week,9.0,0,1,2,14,16,Yes,1.1,No,Social media,Yes,No,Athletic excellence,Maybe,3.81,8,7,7,4,5,7,6,Bronze
1851,2024,2,In-app,7,India,South Asia,35,Female,Bachelor's degree,Self-employed,$25k–$50k,Badminton,Racquet Sport,Wrestling,23,6,Streaming service,Several times a week,6.0,2,0,8,37,45,Yes,2.9,Yes,Newspaper/magazine,No,No,Gambling/betting,Maybe,0.97,7,10,7,8,7,10,6,Silver
1852,2024,8,In-app,17,France,Europe,18,Non-binary,Master's degree,Student,$25k–$50k,Soccer,Team Sport,Basketball,10,1,Streaming service,Daily,15.8,2,0,46,2,48,Yes,3.8,No,Social media,Yes,Yes,Social bonding,Probably yes,7.31,4,5,8,6,10,7,8,Silver
1853,2024,11,Online (mobile),10,Argentina,South America,30,Male,Some college,Unemployed,$25k–$50k,Soccer,Team Sport,,5,2,Cable/satellite TV,Weekly,2.3,1,0,40,15,55,Yes,3.9,No,Podcast/radio,Yes,No,Community & belonging,Definitely yes,6.69,5,7,7,7,8,8,7,Bronze
1854,2024,2,Online (mobile),14,Argentina,South America,33,Male,Bachelor's degree,Employed full-time,$75k–$100k,Soccer,Team Sport,,21,3,In-person (stadium/arena),Several times a week,6.6,6,0,15,16,31,Yes,4.2,No,Social media,No,Yes,Athletic excellence,Definitely yes,8.81,7,8,8,7,6,7,10,Silver
1855,2024,7,In-person tablet,17,Pakistan,South Asia,54,Female,High school,Employed full-time,$25k–$50k,Cricket,Team Sport,Soccer,9,5,Streaming service,Weekly,3.5,0,0,3,13,16,No,1.2,Yes,Newspaper/magazine,No,No,Gambling/betting,Probably not,8.44,4,5,7,4,10,6,7,Bronze
1856,2024,6,In-app,14,India,South Asia,41,Female,Doctorate,Employed full-time,$25k–$50k,Cricket,Team Sport,,9,4,Cable/satellite TV,Weekly,5.0,0,2,165,18,183,Yes,1.0,No,Podcast/radio,No,No,Community & belonging,Maybe,3.2,7,4,6,7,9,5,8,Gold
1857,2024,7,Online (desktop),9,Canada,North America,50,Male,Bachelor's degree,Retired,Under $25k,Soccer,Team Sport,Baseball,14,7,Cable/satellite TV,Weekly,4.3,0,0,69,8,77,Yes,1.4,No,Podcast/radio,No,No,Social bonding,Maybe,1.68,6,2,4,6,6,7,8,Gold
1858,2024,9,Online (desktop),8,UK,Europe,40,Female,Bachelor's degree,Self-employed,$50k–$75k,Rugby,Team Sport,Soccer,21,3,In-person (stadium/arena),Daily,13.6,4,2,7,4,11,No,1.7,No,Podcast/radio,No,No,Entertainment,Definitely not,4.04,5,7,9,6,7,6,5,Silver
1859,2024,5,Online (mobile),11,Argentina,South America,25,Male,Bachelor's degree,Employed full-time,$50k–$75k,Boxing,Combat Sport,,9,2,Radio/podcast,A few times a month,3.9,1,2,33,26,59,Yes,1.9,No,Newspaper/magazine,Yes,No,Community & belonging,Maybe,7.41,3,6,7,7,9,8,6,Silver
1860,2024,7,Online (desktop),12,Canada,North America,34,Male,Vocational training,Employed full-time,$25k–$50k,Ice Hockey,Team Sport,,13,3,Cable/satellite TV,Several times a week,4.3,0,1,8,0,8,No,1.3,No,Sports website/app,No,No,Gambling/betting,Maybe,3.74,6,5,5,10,6,8,7,Bronze
1861,2024,11,Online (mobile),14,South Africa,Africa,36,Male,Bachelor's degree,Employed part-time,Under $25k,Rugby,Team Sport,,16,5,Cable/satellite TV,Several times a week,5.9,2,1,25,3,28,Yes,3.6,No,Sports website/app,No,No,Community & belonging,Maybe,0.92,9,5,5,6,7,9,9,Silver
1862,2024,11,Online (mobile),11,Spain,Europe,23,Female,Master's degree,Employed full-time,$50k–$75k,Soccer,Team Sport,,10,3,Streaming service,Several times a week,5.8,2,0,58,2,60,Yes,2.7,No,Sports website/app,Yes,Yes,Entertainment,Definitely yes,23.73,7,8,4,9,7,8,7,Silver
1863,2024,4,Online (mobile),11,USA,North America,29,Male,Master's degree,Student,$75k–$100k,Basketball,Team Sport,,15,4,Free broadcast TV,Weekly,1.3,4,3,208,0,208,No,0.0,No,Podcast/radio,No,No,Community & belonging,Definitely not,35.88,6,6,9,7,7,8,7,Gold
1864,2024,4,In-app,5,Germany,Europe,31,Male,Bachelor's degree,Student,$75k–$100k,Athletics,Individual Sport,,18,4,Streaming service,Daily,11.0,3,1,1,25,26,Yes,4.1,No,Newspaper/magazine,Yes,Yes,Physical inspiration,Probably yes,1.81,6,9,7,10,6,7,9,Silver
1865,2024,10,In-person tablet,18,Nigeria,Africa,51,Male,Bachelor's degree,Employed full-time,$100k–$150k,Basketball,Team Sport,,43,6,Sports bar/pub,Several times a week,9.4,2,6,252,60,312,Yes,2.1,No,Newspaper/magazine,No,No,Athletic excellence,Definitely yes,6.22,7,7,9,7,8,4,8,Platinum
1866,2024,9,Online (desktop),10,China,East Asia,18,Female,Master's degree,Employed full-time,Under $25k,Table Tennis,Racquet Sport,Swimming,5,2,Streaming service,Several times a week,6.8,0,0,0,11,11,Yes,4.3,No,Sports website/app,No,Yes,Community & belonging,Definitely yes,5.01,8,7,10,6,8,10,10,Bronze
1867,2024,7,Online (desktop),18,USA,North America,46,Male,Doctorate,Unemployed,Over $150k,Basketball,Team Sport,,15,3,Cable/satellite TV,Several times a week,7.3,4,3,32,70,102,No,2.9,No,TV sports news,Yes,Yes,Gambling/betting,Probably not,1.27,8,7,10,10,8,7,4,Silver
1868,2024,8,Online (desktop),18,USA,North America,23,Male,Master's degree,Employed full-time,$25k–$50k,American Football,Team Sport,,10,3,Radio/podcast,Daily,7.5,3,0,24,13,37,Yes,5.7,No,Podcast/radio,Yes,No,Athletic excellence,Definitely yes,0.59,10,8,5,8,4,7,6,Silver
1869,2024,9,In-app,15,USA,North America,18,Male,Some college,Employed full-time,Over $150k,Ice Hockey,Team Sport,American Football,2,2,Sports bar/pub,Daily,10.7,3,3,921,105,1026,Yes,4.7,No,Social media,No,Yes,Athletic excellence,Definitely yes,20.24,9,8,10,10,9,8,7,Platinum
1870,2024,11,Online (desktop),19,Canada,North America,46,Female,Doctorate,Unemployed,$25k–$50k,Ice Hockey,Team Sport,American Football,14,4,In-person (stadium/arena),Daily,11.9,0,0,12,4,16,No,2.1,No,Sports website/app,Yes,No,Community & belonging,Probably yes,0.15,9,7,8,8,5,8,6,Silver
1871,2024,7,Online (desktop),12,France,Europe,41,Male,Bachelor's degree,Student,$50k–$75k,Soccer,Team Sport,Tennis,26,7,Streaming service,Several times a week,9.3,3,2,48,92,140,No,1.2,No,Podcast/radio,No,Yes,Entertainment,Probably not,15.53,6,3,3,7,7,9,7,Platinum
1872,2024,5,Online (mobile),10,India,South Asia,47,Male,Bachelor's degree,Student,$25k–$50k,Cricket,Team Sport,,20,3,Free broadcast TV,A few times a month,0.5,2,1,40,38,78,No,0.0,No,TV sports news,No,Yes,Athletic excellence,Probably yes,9.29,4,6,6,9,10,7,8,Bronze
1873,2024,4,Online (mobile),9,Germany,Europe,42,Male,Master's degree,Employed full-time,$25k–$50k,Basketball,Team Sport,Athletics,8,2,Cable/satellite TV,Daily,11.9,0,0,7,0,7,Yes,4.5,No,TV sports news,No,No,Community & belonging,Probably not,4.28,4,3,6,7,8,5,3,Silver
1874,2024,11,In-app,8,Argentina,South America,56,Female,Some college,Employed full-time,$100k–$150k,Soccer,Team Sport,Basketball,8,2,Cable/satellite TV,Several times a week,10.2,3,0,206,125,331,Yes,0.0,No,Newspaper/magazine,No,No,Community & belonging,Probably not,35.55,8,5,7,6,7,10,8,Silver
1875,2024,4,Online (desktop),11,Canada,North America,39,Male,Master's degree,Employed full-time,$75k–$100k,Soccer,Team Sport,,17,4,Streaming service,Several times a week,7.1,2,3,30,13,43,No,1.9,No,Newspaper/magazine,No,No,Entertainment,Probably not,12.6,6,8,6,7,6,8,6,Gold
1876,2024,12,Online (mobile),11,Germany,Europe,31,Female,Bachelor's degree,Employed full-time,Over $150k,Soccer,Team Sport,Cycling,19,3,Cable/satellite TV,Weekly,0.8,6,5,44,63,107,Yes,5.0,No,Social media,Yes,Yes,Entertainment,Maybe,3.93,10,6,7,7,7,8,7,Silver
1877,2024,7,Online (mobile),15,Australia,Oceania,37,Female,Doctorate,Student,$75k–$100k,Swimming,Individual Sport,,24,5,Free broadcast TV,Daily,18.0,2,3,20,11,31,Yes,0.9,No,Social media,Yes,No,Nostalgia,Maybe,0.17,10,10,5,5,9,4,6,Platinum
1878,2024,1,In-app,13,Germany,Europe,47,Female,High school,Employed full-time,$50k–$75k,Soccer,Team Sport,,22,5,Cable/satellite TV,Daily,16.1,2,2,71,5,76,Yes,3.4,No,Newspaper/magazine,Yes,Yes,Community & belonging,Definitely yes,14.54,8,8,7,7,9,8,9,Platinum
1879,2024,11,Online (desktop),13,India,South Asia,24,Male,Bachelor's degree,Student,Under $25k,Cricket,Team Sport,Tennis,16,1,Sports bar/pub,Daily,16.5,0,0,2,12,14,No,2.1,No,TV sports news,No,No,Entertainment,Definitely yes,1.97,6,5,5,6,7,5,5,Bronze
1880,2024,1,Online (mobile),14,Australia,Oceania,26,Non-binary,Master's degree,Employed full-time,Over $150k,Swimming,Individual Sport,,9,3,Streaming service,Monthly or less,0.5,6,3,51,63,114,Yes,3.0,No,Social media,Yes,No,Entertainment,Probably yes,11.44,6,6,6,10,9,7,7,Silver
1881,2024,8,Online (mobile),8,Japan,East Asia,30,Male,High school,Employed full-time,$50k–$75k,Soccer,Team Sport,,11,3,Streaming service,Weekly,6.3,2,1,17,17,34,Yes,2.9,No,Newspaper/magazine,No,No,Entertainment,Definitely yes,12.29,9,8,5,5,5,8,8,Silver
1882,2024,6,Online (desktop),16,Argentina,South America,18,Male,High school,Retired,$75k–$100k,Soccer,Team Sport,,1,3,In-person (stadium/arena),Daily,10.8,3,2,64,32,96,Yes,7.2,No,Sports website/app,No,No,Athletic excellence,Probably yes,0.62,7,7,5,6,6,8,7,Gold
1883,2024,1,Online (desktop),8,Spain,Europe,35,Female,Vocational training,Employed full-time,$50k–$75k,Soccer,Team Sport,,11,2,Social media clips,Several times a week,7.0,0,0,22,10,32,Yes,1.0,No,Sports website/app,No,No,Athletic excellence,Definitely yes,2.96,6,8,7,6,6,8,5,Bronze
1884,2024,11,In-app,14,South Africa,Africa,18,Male,Some college,Employed full-time,$50k–$75k,Athletics,Individual Sport,Rugby,7,4,Sports bar/pub,Daily,11.0,3,1,64,47,111,No,5.2,No,Podcast/radio,No,No,Entertainment,Definitely yes,2.82,7,3,7,8,9,7,7,Gold
1885,2024,5,Online (mobile),7,USA,North America,34,Male,Vocational training,Employed full-time,Over $150k,Tennis,Racquet Sport,,24,5,Free broadcast TV,Daily,16.8,4,0,9,131,140,Yes,4.8,Yes,Sports website/app,No,No,Community & belonging,Probably not,2.14,7,4,7,8,8,6,7,Gold
1886,2024,12,Online (desktop),24,UK,Europe,43,Male,Some college,Employed full-time,$25k–$50k,Tennis,Racquet Sport,Rugby,11,4,Cable/satellite TV,A few times a month,1.8,0,1,1,1,2,Yes,1.1,Yes,Social media,Yes,Yes,Entertainment,Maybe,6.09,10,5,5,10,10,7,8,Bronze
1887,2024,8,In-app,15,USA,North America,28,Female,Bachelor's degree,Employed part-time,$25k–$50k,Soccer,Team Sport,,13,4,Radio/podcast,Several times a week,9.0,0,1,12,24,36,Yes,3.3,Yes,Social media,Yes,Yes,Entertainment,Maybe,6.76,7,8,7,9,8,7,6,Silver
1888,2024,1,In-person tablet,15,India,South Asia,51,Male,Master's degree,Employed full-time,$25k–$50k,Cricket,Team Sport,,34,4,Sports bar/pub,Weekly,4.1,0,0,4,8,12,No,1.1,No,Sports website/app,No,Yes,Physical inspiration,Probably yes,3.94,8,9,6,8,7,7,7,Bronze
1889,2024,10,Online (mobile),11,Canada,North America,18,Female,Bachelor's degree,Student,$100k–$150k,Ice Hockey,Team Sport,Soccer,5,2,Streaming service,Several times a week,7.8,4,1,52,61,113,No,4.4,No,Podcast/radio,No,No,Athletic excellence,Probably yes,7.79,5,1,5,5,9,7,6,Silver
1890,2024,8,Online (mobile),12,Nigeria,Africa,46,Female,Bachelor's degree,Student,Under $25k,Basketball,Team Sport,,1,3,In-person (stadium/arena),Weekly,2.6,1,0,33,14,47,Yes,1.7,No,Sports website/app,Yes,No,Nostalgia,Probably yes,2.4,8,5,8,8,7,8,5,Bronze
1891,2024,3,Online (mobile),12,USA,North America,40,Female,Bachelor's degree,Employed part-time,Under $25k,Baseball,Team Sport,Basketball,19,3,Cable/satellite TV,Several times a week,11.6,1,0,25,1,26,No,0.0,No,Sports website/app,No,No,Entertainment,Probably yes,5.88,8,8,8,8,7,8,9,Silver
1892,2024,10,Online (mobile),10,Brazil,South America,18,Male,Master's degree,Employed full-time,$25k–$50k,MMA,Combat Sport,Soccer,7,4,Cable/satellite TV,Several times a week,5.1,1,1,19,5,24,Yes,2.0,No,Sports website/app,No,No,Community & belonging,Maybe,2.85,8,5,1,5,7,10,9,Silver
1893,2024,10,Online (mobile),24,France,Europe,63,Female,Some college,Self-employed,$50k–$75k,Soccer,Team Sport,Rugby,17,3,Radio/podcast,Weekly,4.6,2,1,2,14,16,Yes,0.0,No,Sports website/app,Yes,No,Community & belonging,Definitely yes,2.35,7,7,2,7,8,6,10,Bronze
1894,2024,3,Online (mobile),7,India,South Asia,32,Male,Bachelor's degree,Employed full-time,$50k–$75k,Badminton,Racquet Sport,,11,4,Streaming service,Daily,14.8,2,4,28,83,111,Yes,2.7,No,TV sports news,No,Yes,Athletic excellence,Definitely yes,8.46,7,8,9,7,8,9,8,Platinum
1895,2024,4,Online (desktop),12,Germany,Europe,23,Male,High school,Self-employed,Under $25k,Cycling,Individual Sport,,3,5,In-person (stadium/arena),Weekly,5.7,0,0,3,11,14,No,1.6,No,Social media,No,Yes,Athletic excellence,Probably yes,2.59,7,5,3,7,7,7,4,Bronze
1896,2024,8,Online (mobile),15,Canada,North America,18,Male,Bachelor's degree,Self-employed,Over $150k,Ice Hockey,Team Sport,Lacrosse,1,1,Streaming service,A few times a month,3.4,5,2,13,171,184,Yes,3.2,No,Social media,Yes,Yes,Athletic excellence,Probably yes,19.67,6,7,4,6,6,10,4,Bronze
1897,2024,10,Online (desktop),12,Australia,Oceania,31,Male,Some college,Employed full-time,Over $150k,Rugby,Team Sport,Soccer,18,4,Cable/satellite TV,Daily,13.0,3,1,18,84,102,Yes,0.0,No,Podcast/radio,No,Yes,Entertainment,Probably not,37.86,7,6,5,7,7,6,7,Silver
1898,2024,8,Online (desktop),17,India,South Asia,32,Male,Bachelor's degree,Student,$25k–$50k,Cricket,Team Sport,,13,5,Free broadcast TV,A few times a month,2.5,2,0,28,21,49,Yes,2.0,No,Sports website/app,No,Yes,Community & belonging,Probably not,2.23,9,8,7,7,8,8,6,Silver
1899,2024,2,Online (desktop),13,Brazil,South America,34,Male,Bachelor's degree,Unemployed,$75k–$100k,Soccer,Team Sport,,24,5,Streaming service,Daily,19.7,0,3,10,59,69,Yes,4.5,No,TV sports news,No,No,Nostalgia,Probably yes,10.14,9,6,5,8,9,7,6,Platinum
1900,2024,2,Online (mobile),19,South Africa,Africa,30,Male,High school,Student,$50k–$75k,Cricket,Team Sport,Soccer,16,3,Cable/satellite TV,Several times a week,7.9,1,0,98,13,111,Yes,0.6,No,Newspaper/magazine,No,Yes,Athletic excellence,Probably yes,5.31,7,4,1,6,7,5,7,Silver
1901,2024,11,In-app,7,Germany,Europe,40,Male,High school,Employed full-time,$25k–$50k,Cycling,Individual Sport,Tennis,14,3,Sports bar/pub,Weekly,2.4,1,1,34,7,41,Yes,0.0,Yes,Sports website/app,No,Yes,Entertainment,Definitely not,1.8,7,8,6,9,3,8,8,Bronze
1902,2024,5,In-app,9,USA,North America,29,Female,Master's degree,Employed part-time,$25k–$50k,Soccer,Team Sport,,11,3,Free broadcast TV,Weekly,3.4,1,0,29,3,32,No,2.7,No,Sports website/app,No,No,Community & belonging,Probably not,0.09,8,6,9,8,9,7,6,Silver
1903,2024,1,In-app,10,South Africa,Africa,18,Female,Bachelor's degree,Unemployed,$50k–$75k,Rugby,Team Sport,,6,4,In-person (stadium/arena),Daily,8.9,3,1,89,9,98,Yes,4.5,No,TV sports news,No,No,Nostalgia,Definitely yes,11.83,8,8,3,5,9,7,9,Gold
1904,2024,8,Online (desktop),20,USA,North America,31,Female,Master's degree,Employed full-time,$50k–$75k,Baseball,Team Sport,Basketball,18,3,Streaming service,A few times a month,2.4,3,1,1,35,36,Yes,1.7,No,Sports website/app,Yes,No,Entertainment,Definitely yes,2.54,7,5,9,7,5,4,5,Bronze
1905,2024,9,In-app,9,Canada,North America,18,Male,Master's degree,Student,$25k–$50k,Soccer,Team Sport,American Football,6,3,Streaming service,Monthly or less,1.3,1,0,10,24,34,Yes,5.1,No,Social media,Yes,Yes,Athletic excellence,Definitely yes,0.58,7,7,6,8,6,9,7,Bronze
1906,2024,4,Online (desktop),20,India,South Asia,37,Male,High school,Employed full-time,$100k–$150k,Soccer,Team Sport,,23,4,Free broadcast TV,Daily,13.1,3,1,472,119,591,No,3.0,No,TV sports news,No,No,Social bonding,Maybe,65.0,6,6,10,7,9,10,9,Platinum
1907,2024,8,In-person tablet,7,China,East Asia,22,Non-binary,Bachelor's degree,Employed full-time,$50k–$75k,Athletics,Individual Sport,Swimming,6,3,Social media clips,A few times a month,0.5,2,2,67,27,94,Yes,3.4,Yes,Newspaper/magazine,No,No,Community & belonging,Probably yes,3.05,6,8,7,5,7,9,6,Silver
1908,2024,2,Online (desktop),8,Brazil,South America,35,Male,High school,Student,$75k–$100k,Soccer,Team Sport,,8,3,Streaming service,Weekly,5.5,1,0,0,96,96,Yes,2.1,No,Social media,No,Yes,Entertainment,Probably yes,7.28,7,8,5,7,5,8,10,Bronze
1909,2024,11,Online (desktop),13,India,South Asia,47,Female,Master's degree,Student,$25k–$50k,Cricket,Team Sport,Wrestling,20,3,Free broadcast TV,Monthly or less,0.5,0,0,6,24,30,No,2.6,No,Social media,No,No,Athletic excellence,Maybe,2.98,8,9,7,6,6,7,6,Bronze
1910,2024,7,Online (desktop),14,USA,North America,23,Male,Vocational training,Student,$50k–$75k,Baseball,Team Sport,Basketball,9,2,Streaming service,Daily,8.1,2,1,31,2,33,No,4.4,No,Social media,Yes,Yes,Entertainment,Probably not,4.02,4,6,8,6,7,9,9,Silver
1911,2024,5,In-app,18,India,South Asia,45,Non-binary,Bachelor's degree,Unemployed,$25k–$50k,Cricket,Team Sport,,9,1,Streaming service,A few times a month,1.8,2,0,13,11,24,No,0.0,Yes,TV sports news,No,No,Entertainment,Probably yes,0.95,8,4,3,8,6,9,5,Bronze
1912,2024,10,Online (mobile),18,Argentina,South America,28,Male,Master's degree,Employed full-time,$50k–$75k,Tennis,Racquet Sport,Soccer,4,1,Cable/satellite TV,Daily,14.4,0,0,0,54,54,Yes,2.1,No,Podcast/radio,No,No,Entertainment,Definitely yes,9.4,6,5,6,6,7,8,6,Bronze
1913,2024,3,Online (desktop),12,Nigeria,Africa,52,Male,Some college,Employed full-time,$75k–$100k,Soccer,Team Sport,Boxing,29,6,Cable/satellite TV,A few times a month,2.4,1,0,81,21,102,Yes,0.1,No,Newspaper/magazine,Yes,Yes,Entertainment,Probably not,2.46,7,9,8,10,8,8,9,Silver
1914,2024,3,Online (desktop),12,Brazil,South America,29,Female,Bachelor's degree,Unemployed,$75k–$100k,Athletics,Individual Sport,Volleyball,9,4,Streaming service,Weekly,3.9,2,1,39,11,50,No,5.0,No,Social media,No,No,Physical inspiration,Probably yes,12.97,7,9,5,10,9,8,10,Silver
1915,2024,1,Online (mobile),13,UK,Europe,24,Female,Master's degree,Employed full-time,$25k–$50k,Cricket,Team Sport,Soccer,8,4,Free broadcast TV,Several times a week,11.5,1,3,168,23,191,No,2.3,No,Newspaper/magazine,No,No,Gambling/betting,Probably not,8.33,8,4,3,8,8,8,8,Platinum
1916,2024,1,Online (desktop),12,Canada,North America,41,Male,High school,Self-employed,$75k–$100k,Soccer,Team Sport,Baseball,15,4,Cable/satellite TV,Daily,13.7,2,3,188,4,192,No,1.4,No,Newspaper/magazine,Yes,No,Community & belonging,Definitely yes,0.33,10,6,10,5,8,10,9,Platinum
1917,2024,11,Online (desktop),16,Pakistan,South Asia,28,Male,Some college,Employed part-time,Over $150k,Soccer,Team Sport,Squash,18,4,Free broadcast TV,A few times a month,3.0,4,9,229,81,310,Yes,3.0,No,TV sports news,No,Yes,Physical inspiration,Probably not,33.84,7,5,2,5,10,8,8,Platinum
1918,2024,8,Online (mobile),11,Australia,Oceania,24,Female,Bachelor's degree,Employed full-time,$75k–$100k,Australian Rules Football,Team Sport,Swimming,13,4,Free broadcast TV,Weekly,5.2,2,1,179,8,187,Yes,4.6,No,Sports website/app,No,Yes,Gambling/betting,Probably yes,11.5,8,10,5,7,5,8,6,Gold
1919,2024,10,Online (desktop),17,Brazil,South America,28,Male,Master's degree,Employed full-time,$25k–$50k,Volleyball,Team Sport,,4,3,Free broadcast TV,Several times a week,5.4,0,1,90,5,95,No,1.6,No,Newspaper/magazine,No,Yes,Community & belonging,Definitely yes,1.12,7,7,6,7,7,8,3,Silver
1920,2024,5,Online (desktop),15,Brazil,South America,33,Male,Bachelor's degree,Employed part-time,$75k–$100k,Soccer,Team Sport,,10,5,Streaming service,Several times a week,7.7,3,5,12,80,92,Yes,2.3,Yes,Newspaper/magazine,No,Yes,Entertainment,Probably yes,10.95,10,5,10,6,7,8,6,Gold
1921,2024,8,Online (mobile),14,Japan,East Asia,48,Male,Doctorate,Student,Under $25k,Sumo,Individual Sport,Soccer,30,5,Cable/satellite TV,A few times a month,4.1,0,1,0,6,6,Yes,0.0,No,Newspaper/magazine,No,No,Gambling/betting,Probably not,1.76,8,6,2,8,8,10,7,Bronze
1922,2024,4,Online (mobile),8,USA,North America,18,Male,High school,Student,$100k–$150k,American Football,Team Sport,Baseball,7,4,In-person (stadium/arena),Several times a week,7.0,6,3,83,134,217,No,3.5,No,Social media,No,No,Community & belonging,Probably yes,1.27,5,9,6,5,7,7,5,Gold
1923,2024,7,Online (desktop),4,Australia,Oceania,33,Female,Bachelor's degree,Self-employed,$50k–$75k,Swimming,Individual Sport,,13,4,Streaming service,Daily,11.1,3,0,118,72,190,Yes,2.0,No,TV sports news,No,Yes,Community & belonging,Definitely yes,4.29,5,7,4,10,6,6,4,Gold
1924,2024,10,Online (desktop),11,Brazil,South America,40,Male,Master's degree,Employed part-time,$50k–$75k,Soccer,Team Sport,MMA,8,4,Free broadcast TV,A few times a month,2.2,2,0,9,31,40,Yes,1.9,No,Newspaper/magazine,Yes,Yes,Community & belonging,Maybe,20.96,7,6,4,7,6,6,9,Bronze
1925,2024,11,In-person tablet,13,South Africa,Africa,35,Male,Some college,Employed full-time,Under $25k,Soccer,Team Sport,,10,1,Cable/satellite TV,Several times a week,7.1,0,0,11,28,39,Yes,1.8,No,Social media,Yes,No,Entertainment,Probably not,3.36,7,6,9,9,8,10,6,Bronze
1926,2024,5,Online (desktop),14,USA,North America,47,Male,Bachelor's degree,Employed full-time,$50k–$75k,Baseball,Team Sport,,16,5,Cable/satellite TV,Several times a week,6.4,1,0,28,80,108,No,0.5,No,Sports website/app,No,No,Nostalgia,Definitely yes,1.93,5,6,4,8,7,5,4,Silver
1927,2024,4,Online (mobile),14,Australia,Oceania,32,Male,High school,Employed full-time,$100k–$150k,Australian Rules Football,Team Sport,Tennis,14,3,In-person (stadium/arena),Daily,11.8,6,0,22,189,211,No,0.8,No,TV sports news,No,Yes,Entertainment,Definitely yes,11.94,6,5,4,9,3,7,10,Silver
